Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
602998,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2017-18,2017-12-01,21.6,No Message
826032,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2022,2022-01-01,15.22801035,No Message
213256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,2013-12-01,27.2,No Message
643648,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2019,2019-01-01,16.43,No Message
643318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2019,2019-01-01,13.5,No Message
643403,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2019,2019-06-01,17.72,No Message
175256,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Winter 2008-09,2008-12-01,32.48,No Message
518607,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2012-2014,2012-01-02,6.4,No Message
518511,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2012-2014,2012-01-02,50.5,No Message
151651,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401,Long Island City - Astoria,2005,2005-01-01,43.728029,No Message
154581,643,Annual vehicle miles traveled,Million miles,per square mile,CD,210,Throgs Neck and Co-op City (CD10),2005,2005-01-01,43.773673,No Message
154569,643,Annual vehicle miles traveled,Million miles,per square mile,CD,110,Central Harlem (CD10),2005,2005-01-01,64.519219,No Message
151623,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101,Kingsbridge - Riverdale,2005,2005-01-01,45.17286,No Message
212318,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2013-14,2013-12-01,29.39,No Message
602788,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Winter 2017-18,2017-12-01,27.14,No Message
825711,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401,Long Island City - Astoria,Annual Average 2022,2022-01-01,17.37601895,No Message
605342,386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2018,2018-06-01,30.3,No Message
549425,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2017,2017-06-01,30.23,No Message
334282,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2015,2015-01-01,8.42,No Message
334288,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,Borough Park (CD12),Annual Average 2015,2015-01-01,8.49,No Message
874496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Summer 2023,2023-06-01,9.365247781,No Message
170289,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2011,2010-12-01,12.13,No Message
213938,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2014,2014-06-01,10.46,No Message
170171,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Annual Average 2009,2008-12-01,12.91,No Message
649923,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Winter 2018-19,2018-12-01,7.55,No Message
154600,643,Annual vehicle miles traveled,Million miles,per square mile,CD,317,East Flatbush (CD17),2005,2005-01-01,99.035809,No Message
154601,643,Annual vehicle miles traveled,Million miles,per square mile,CD,318,Flatlands and Canarsie (CD18),2005,2005-01-01,39.800746,No Message
154574,643,Annual vehicle miles traveled,Million miles,per square mile,CD,203,Morrisania and Crotona (CD3),2005,2005-01-01,35.866719,No Message
151648,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308,Greenwich Village - SoHo,2005,2005-01-01,132.558864,No Message
154586,643,Annual vehicle miles traveled,Million miles,per square mile,CD,303,Bedford Stuyvesant (CD3),2005,2005-01-01,69.411901,No Message
816908,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2010,2010-01-01,55.793366,No Message
816907,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2019,2019-01-01,66.484843,No Message
643303,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2019,2019-01-01,16.01,No Message
175262,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2008-09,2008-12-01,30.46,No Message
602743,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Winter 2017-18,2017-12-01,24.33,No Message
825756,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2022,2022-01-01,15.01647243,No Message
643357,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2019,2019-01-01,16.27,No Message
179268,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Winter 2008-09,2008-12-01,29.29,No Message
605365,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2018,2018-06-01,30.23,No Message
671089,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2020,2020-06-01,29.67,No Message
671103,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2020,2020-06-01,31.61,No Message
549444,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2017,2017-06-01,30.39,No Message
605347,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2018,2018-06-01,31.17,No Message
549418,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2017,2017-06-01,28.28,No Message
605321,386,Ozone (O3),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Summer 2018,2018-06-01,30.13,No Message
643505,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Summer 2019,2019-06-01,15.58,No Message
667430,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2019-20,2019-12-01,26.72,No Message
213957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Summer 2014,2014-06-01,9.09,No Message
170190,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,2008-12-01,10.84,No Message
170308,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2011,2010-12-01,10.38,No Message
170204,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Annual Average 2009,2008-12-01,10.57,No Message
213971,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,East Flatbush (CD17),Summer 2014,2014-06-01,8.86,No Message
211880,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2013-14,2013-12-01,11.63,No Message
605857,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Winter 2017-18,2017-12-01,8.11,No Message
649855,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2019,2019-01-01,6.56,No Message
211858,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Winter 2013-14,2013-12-01,12.45,No Message
605806,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Winter 2017-18,2017-12-01,9.38,No Message
176573,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Annual Average 2010,2009-12-01,31.02,No Message
175439,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305,Upper East Side,Winter 2012-13,2012-12-01,31.8,No Message
212320,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Winter 2013-14,2013-12-01,26.95,No Message
175260,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,Sunset Park,Winter 2008-09,2008-12-01,30.17,No Message
602731,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,2017-12-01,26.16,No Message
825789,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Annual Average 2022,2022-01-01,15.34528147,No Message
602710,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103,Fordham - Bronx Pk,Winter 2017-18,2017-12-01,22.82,No Message
826367,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2022,2022-01-01,15.33439746,No Message
213270,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2013-14,2013-12-01,28.68,No Message
165786,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2008-09,2008-12-01,30.63,No Message
603076,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2017-18,2017-12-01,25.6,No Message
643606,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2019,2019-01-01,13.48,No Message
603082,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2017-18,2017-12-01,23.97,No Message
643696,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2019,2019-01-01,15.14,No Message
643690,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2019,2019-01-01,16.35,No Message
602716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Winter 2017-18,2017-12-01,25.81,No Message
825783,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2022,2022-01-01,17.15201747,No Message
176581,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2010,2009-12-01,21.48,No Message
175437,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Winter 2012-13,2012-12-01,29.27,No Message
643415,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2019,2019-06-01,12.77,No Message
876956,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2023,2023-01-01,16.73212203,No Message
175258,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2008-09,2008-12-01,32.54,No Message
518604,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2012-2014,2012-01-02,44.8,No Message
628976,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,6.3,No Message
628880,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,47.4,No Message
629005,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,5.6,No Message
628909,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,30.4,No Message
518544,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2012-2014,2012-01-02,35.5,No Message
518640,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2012-2014,2012-01-02,7.1,No Message
518630,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,8.8,No Message
825715,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2022,2022-06-01,16.71264314,No Message
827106,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2022,2022-06-01,37.50032276,No Message
827138,386,Ozone (O3),Mean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2022,2022-06-01,31.51181153,No Message
827127,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2022,2022-06-01,37.07216274,No Message
827107,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2022,2022-06-01,34.67389389,No Message
221893,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2011,2011-06-01,30.25,No Message
221892,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2010,2010-06-01,30.52,No Message
643499,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2019,2019-06-01,18.84,No Message
667418,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2019-20,2019-12-01,28.11,No Message
176556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106,High Bridge - Morrisania,Annual Average 2010,2009-12-01,26.38,No Message
825804,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Annual Average 2022,2022-01-01,19.05686321,No Message
825750,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2022,2022-01-01,14.37111012,No Message
643366,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Annual Average 2019,2019-01-01,13.5,No Message
643363,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,15.7,No Message
602749,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Winter 2017-18,2017-12-01,22.67,No Message
602782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2017-18,2017-12-01,28.12,No Message
602785,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2017-18,2017-12-01,30.06,No Message
175275,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,Union Square - Lower East Side,Winter 2008-09,2008-12-01,37.72,No Message
629002,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2015-2017,2015-01-01,11.0,No Message
628906,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,410,Rockaways,2015-2017,2015-01-01,84.8,No Message
518530,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,127.0,No Message
518626,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2012-2014,2012-01-02,14.1,No Message
628895,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,124.9,No Message
628970,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2015-2017,2015-01-01,39.4,No Message
816869,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2019,2019-01-01,67.812455,No Message
151638,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,209,Bensonhurst - Bay Ridge,2005,2005-01-01,47.351051,No Message
151639,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,210,Coney Island - Sheepshead Bay,2005,2005-01-01,35.813927,No Message
816905,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3,Manhattan,2019,2019-01-01,129.549673,No Message
816906,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3,Manhattan,2010,2010-01-01,114.675321,No Message
816847,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,309,Union Square - Lower East Side,2019,2019-01-01,124.416861,No Message
816848,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,309,Union Square - Lower East Side,2010,2010-01-01,112.847633,No Message
518534,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2012-2014,2012-01-02,39.2,No Message
628995,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,403,Flushing - Clearview,2015-2017,2015-01-01,8.5,No Message
816895,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103,Fordham - Bronx Pk,2019,2019-01-01,59.977112,No Message
151632,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,2005-01-01,94.985402,No Message
151645,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305,Upper East Side,2005,2005-01-01,124.960405,No Message
151634,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205,Sunset Park,2005,2005-01-01,59.879764,No Message
151625,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103,Fordham - Bronx Pk,2005,2005-01-01,57.347838,No Message
154579,643,Annual vehicle miles traveled,Million miles,per square mile,CD,208,Riverdale and Fieldston (CD8),2005,2005-01-01,32.519647,No Message
151655,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405,Ridgewood - Forest Hills,2005,2005-01-01,59.57743,No Message
154563,643,Annual vehicle miles traveled,Million miles,per square mile,CD,104,Clinton and Chelsea (CD4),2005,2005-01-01,120.674007,No Message
605310,386,Ozone (O3),Mean,ppb,CD,104,Clinton and Chelsea (CD4),Summer 2018,2018-06-01,25.87,No Message
605336,386,Ozone (O3),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2018,2018-06-01,28.6,No Message
549453,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,2017-06-01,29.95,No Message
605356,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,2018-06-01,30.69,No Message
671098,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2020,2020-06-01,29.87,No Message
213960,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2014,2014-06-01,9.86,No Message
170169,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2009,2008-12-01,14.08,No Message
170287,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2011,2010-12-01,13.13,No Message
170183,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2009,2008-12-01,11.02,No Message
170301,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2011,2010-12-01,10.65,No Message
213950,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2014,2014-06-01,8.65,No Message
334198,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2015,2015-01-01,11.21,No Message
669596,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2020,2020-06-01,8.32,No Message
669903,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2020,2020-06-01,7.03,No Message
605904,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2018,2018-06-01,10.35,No Message
168470,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2009-10,2009-12-01,11.81,No Message
168588,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Winter 2011-12,2011-12-01,10.62,No Message
827473,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2017-2019,2017-01-01,112.0,No Message
827471,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2017-2019,2017-01-01,119.0,No Message
649825,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,6.21,No Message
649831,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,7.5,No Message
605833,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,9.42,No Message
605827,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209,Bensonhurst - Bay Ridge,Winter 2017-18,2017-12-01,8.1,No Message
173103,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2008-09,2008-12-01,14.11,No Message
649833,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2018-19,2018-12-01,8.1,No Message
669670,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Annual Average 2020,2020-01-01,6.72,No Message
669576,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2020,2020-01-01,6.36,No Message
547670,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2016-17,2016-12-01,8.04,No Message
214141,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,2013-12-01,8.83,No Message
669909,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2020,2020-06-01,6.79,No Message
827475,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2017-2019,2017-01-01,48.0,No Message
518628,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2012-2014,2012-01-02,11.2,No Message
643486,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Annual Average 2019,2019-01-01,19.67,No Message
171573,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2008-09,2008-12-01,32.79,No Message
643480,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Annual Average 2019,2019-01-01,15.7,No Message
602872,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Winter 2017-18,2017-12-01,27.7,No Message
825797,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2021-22,2021-12-01,19.83819789,No Message
602702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,2018-01-01,15.77,No Message
877125,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2023,2023-06-01,14.43067469,No Message
213407,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2014,2014-06-01,23.64,No Message
167516,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2009,2008-12-01,34.45,No Message
167634,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2011,2010-12-01,31.66,No Message
643578,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2018-19,2018-12-01,24.82,No Message
667573,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2020,2020-01-01,19.13,No Message
667646,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2019-20,2019-12-01,21.25,No Message
165996,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2012-13,2012-12-01,21.02,No Message
167589,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2010,2009-12-01,19.76,No Message
336743,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2015,2015-06-01,21.68,No Message
167577,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Annual Average 2010,2009-12-01,27.95,No Message
165984,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Winter 2012-13,2012-12-01,29.9,No Message
816845,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310,Lower Manhattan,2019,2019-01-01,112.327426,No Message
151649,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,309,Union Square - Lower East Side,2005,2005-01-01,123.772801,No Message
154572,643,Annual vehicle miles traveled,Million miles,per square mile,CD,201,Mott Haven and Melrose (CD1),2005,2005-01-01,68.56563,No Message
816875,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206,Borough Park,2019,2019-01-01,69.730905,No Message
212302,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,Borough Park,Winter 2013-14,2013-12-01,28.12,No Message
211362,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2013-14,2013-12-01,32.41,No Message
549461,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2017,2017-06-01,28.74,No Message
671090,386,Ozone (O3),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Summer 2020,2020-06-01,28.29,No Message
671105,386,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2020,2020-06-01,31.83,No Message
549447,386,Ozone (O3),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Summer 2017,2017-06-01,29.49,No Message
670878,386,Ozone (O3),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2020,2020-06-01,29.57,No Message
876995,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Annual Average 2023,2023-01-01,15.56944138,No Message
876997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2022-23,2022-12-01,19.78791893,No Message
211864,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2013-14,2013-12-01,11.94,No Message
823435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2022,2022-01-01,5.930993839,No Message
173107,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Winter 2008-09,2008-12-01,14.69,No Message
173096,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Winter 2008-09,2008-12-01,13.49,No Message
649843,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2019,2019-01-01,7.38,No Message
